Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption Comb (L/100 km),number_of_gears,CO2 Emissions(g/km)
AUDI,SUBCOMPACT,2.0,4,AM,Z,8.9,6,205
LAND ROVER,SUV - STANDARD,5.0,8,AS,Z,12.6,8,294
MAZDA,MID-SIZE,2.5,4,AS,X,7.2,6,170
AUDI,TWO-SEATER,2.0,4,AM,Z,10.2,6,235
MITSUBISHI,SUV - SMALL,2.4,4,AV,X,8.4,6,197
CADILLAC,SUV - STANDARD,6.2,8,A,Z,13.9,8,325
VOLKSWAGEN,COMPACT,2.0,4,AM,X,8.6,6,200
FORD,PICKUP TRUCK - STANDARD,3.7,6,AS,X,12.3,6,283
AUDI,MID-SIZE,3.0,6,AS,Z,10.5,8,246
MAZDA,MINIVAN,2.5,4,AS,X,9.6,5,221
BUICK,SUV - STANDARD,3.6,6,A,X,13.4,6,315
CHEVROLET,COMPACT,6.2,8,M,Z,14.7,6,338
TOYOTA,PICKUP TRUCK - STANDARD,5.7,8,AS,X,15.4,6,360
FORD,SUBCOMPACT,1.6,4,AS,X,7.6,6,175
JEEP,SUV - SMALL,2.4,4,A,E,13.3,9,218
CADILLAC,SUV - STANDARD,6.2,8,A,Z,14.7,6,338
MINI,SUBCOMPACT,1.6,4,A,Z,7.8,6,179
AUDI,SUBCOMPACT,2.5,5,AM,Z,10.5,7,245
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A,X,11.9,6,274
TOYOTA,MID-SIZE,1.8,4,M,X,7.4,6,170
AUDI,COMPACT,2.0,4,AS,Z,10.3,6,237
FORD,SUV - SMALL,2.0,4,A,X,9.8,8,229
PORSCHE,SUV - STANDARD,4.8,8,A,Z,14.2,8,327
LEXUS,MID-SIZE,3.5,6,AS,Z,10.7,8,251
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,M,X,10.9,6,254
MERCEDES-BENZ,MID-SIZE,5.5,8,AS,Z,12.9,7,297
BMW,COMPACT,2.0,4,AS,Z,8.4,8,193
BENTLEY,SUBCOMPACT,6.0,12,AS,Z,16.5,8,380
DODGE,SUV - SMALL,3.6,6,A,E,16.2,6,259
LINCOLN,SUV - SMALL,2.3,4,AS,X,11.1,6,261
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A,X,14.1,6,331
DODGE,MID-SIZE,2.4,4,M,X,8.8,6,205
FORD,PICKUP TRUCK - STANDARD,2.7,6,AS,X,11.0,10,258
JEEP,SUV - SMALL,2.0,4,A,X,10.9,8,257
FORD,VAN - PASSENGER,3.7,6,AS,X,14.8,6,340
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,AS,X,10.7,6,252
AUDI,MID-SIZE,3.0,6,AS,D,8.1,8,217
JEEP,SUV - SMALL,2.0,4,A,X,10.3,8,241
VOLKSWAGEN,SUV - SMALL,2.0,4,AS,X,10.0,8,233
CADILLAC,SUV - SMALL,2.0,4,AS,Z,9.7,9,227
PORSCHE,MINICOMPACT,3.8,6,AM,Z,11.0,7,253
TOYOTA,PICKUP TRUCK - SMALL,4.0,6,M,X,14.0,6,322
FORD,PICKUP TRUCK - STANDARD,3.3,6,AS,X,10.8,6,254
ACURA,COMPACT,2.4,4,M,Z,9.3,6,214
CADILLAC,COMPACT,2.0,4,AS,Z,9.5,8,222
FORD,PICKUP TRUCK - STANDARD,3.5,6,AS,X,13.0,10,305
PORSCHE,MINICOMPACT,3.4,6,M,Z,10.6,7,249
VOLKSWAGEN,COMPACT,1.4,4,AS,X,7.0,8,162
TOYOTA,COMPACT,1.5,4,M,X,6.9,6,165
ASTON MARTIN,MINICOMPACT,5.2,12,A,Z,13.8,8,324
GMC,VAN - CARGO,5.3,8,A,E,20.9,4,334
PORSCHE,FULL-SIZE,2.9,6,AM,Z,10.7,8,249
LEXUS,MID-SIZE,3.5,6,AS,X,9.4,8,219
VOLKSWAGEN,COMPACT,2.0,4,AM,X,8.4,7,196
KIA,COMPACT,2.0,4,M,X,8.6,6,198
MERCEDES-BENZ,MID-SIZE,2.0,4,AS,Z,8.9,7,206
CHEVROLET,SUV - SMALL,1.5,4,A,X,8.3,6,196
PORSCHE,FULL-SIZE,3.0,6,AM,Z,10.1,8,235
VOLVO,SUV - STANDARD,3.2,6,AS,X,12.8,6,294
LEXUS,SUBCOMPACT,3.5,6,AS,Z,11.2,6,262
BMW,MID-SIZE,4.4,8,AS,Z,11.7,8,273
NISSAN,TWO-SEATER,3.7,6,AS,Z,11.1,7,260
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,A,X,12.2,8,288
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A,X,11.8,6,271
MITSUBISHI,COMPACT,1.2,3,AV,X,6.0,0,141
KIA,MINIVAN,3.3,6,AS,X,12.5,6,288
JEEP,SUV - SMALL,3.2,6,A,X,10.3,9,241
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,A,X,10.8,6,253
CHEVROLET,SUBCOMPACT,6.2,8,AS,Z,11.7,8,273
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS,E,17.8,6,292
VOLVO,SUV - SMALL,3.2,6,AS,X,11.3,6,260
PORSCHE,MINICOMPACT,3.8,6,M,Z,11.4,7,267
LAND ROVER,SUV - STANDARD,5.0,8,AS,E,21.4,8,342
CHRYSLER,FULL-SIZE,5.7,8,A,X,12.3,8,289
MERCEDES-BENZ,TWO-SEATER,3.0,6,A,Z,10.3,9,241
FORD,MID-SIZE,2.0,4,AV,X,5.6,0,131
JEEP,SUV - SMALL,2.4,4,M,X,9.0,6,211
FORD,FULL-SIZE,3.5,6,AS,X,11.9,6,274
SMART,TWO-SEATER,0.9,3,AM,Z,6.9,6,157
AUDI,SUBCOMPACT,2.0,4,AM,Z,9.0,6,211
AUDI,SUV - SMALL,2.0,4,AS,Z,9.6,7,226
BUGATTI,TWO-SEATER,8.0,16,AM,Z,22.2,7,522
HYUNDAI,MID-SIZE,1.6,4,M,X,7.8,6,184
FORD,COMPACT,2.0,4,AS,X,8.0,6,189
CHEVROLET,SUV - SMALL,2.4,4,A,X,9.1,6,214
MINI,TWO-SEATER,1.6,4,AS,Z,7.6,6,175
FORD,SUV - STANDARD,2.3,4,AS,X,10.8,6,254
MERCEDES-BENZ,COMPACT,2.0,4,AM,Z,8.2,7,193
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,M,X,8.3,5,194
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,AS,X,8.2,6,192
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,A,Z,14.1,8,331
LINCOLN,MID-SIZE,2.0,4,AS,X,9.8,6,230
AUDI,SUBCOMPACT,3.0,6,M,Z,12.4,6,285
BMW,FULL-SIZE,3.0,6,AS,Z,10.0,8,230
FORD,PICKUP TRUCK - STANDARD,3.5,6,AS,X,11.9,6,278
BMW,SUBCOMPACT,2.0,4,AS,Z,9.1,8,214
PORSCHE,TWO-SEATER,2.5,4,M,Z,11.0,6,257
LINCOLN,MID-SIZE,2.0,4,AV,X,6.3,0,145
KIA,FULL-SIZE,2.4,4,AS,X,8.4,6,198
LAND ROVER,SUV - STANDARD,3.0,6,AS,D,10.4,8,279
CADILLAC,COMPACT,2.0,4,AS,Z,9.6,6,221
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A,E,18.4,6,306
PORSCHE,FULL-SIZE,2.9,6,AM,Z,10.1,8,235
HONDA,MID-SIZE,2.4,4,AV,X,7.8,0,180
MITSUBISHI,COMPACT,2.4,4,M,X,9.3,5,218
LAND ROVER,SUV - STANDARD,3.0,6,AS,Z,14.3,8,329
KIA,STATION WAGON - SMALL,1.6,4,AM,X,5.4,6,129
FORD,COMPACT,2.0,4,M,E,10.6,5,170
BUICK,SUV - SMALL,1.2,3,AV,X,8.4,0,198
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A,E,18.3,6,309
CHEVROLET,COMPACT,1.4,4,AS,X,7.3,6,172
SUBARU,STATION WAGON - SMALL,2.0,4,M,X,8.5,5,196
AUDI,FULL-SIZE,4.0,8,AS,Z,10.9,8,255
INFINITI,SUBCOMPACT,3.0,6,AS,Z,10.7,7,251
KIA,FULL-SIZE,3.3,6,AS,X,10.2,8,237
AUDI,MID-SIZE,4.0,8,AS,Z,11.9,8,281
RAM,PICKUP TRUCK - STANDARD,3.6,6,A,X,11.9,8,280
TOYOTA,SUV - STANDARD,2.5,4,AV,X,6.7,0,156
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,A,D,10.1,6,270
LAMBORGHINI,TWO-SEATER,5.2,10,AM,Z,14.6,7,340
FORD,PICKUP TRUCK - STANDARD,3.3,6,AS,X,11.7,6,274
RAM,PICKUP TRUCK - STANDARD,3.6,6,A,E,16.8,8,279
FORD,MID-SIZE,1.5,4,AS,X,8.1,6,186
MITSUBISHI,COMPACT,2.4,4,AV,X,9.1,6,210
FORD,COMPACT,1.6,4,M,X,8.0,6,184
BMW,COMPACT,3.0,6,AM,Z,12.6,7,294
LEXUS,SUV - STANDARD,4.6,8,AS,Z,14.5,6,337
MITSUBISHI,COMPACT,2.0,4,AM,Z,11.6,6,267
MITSUBISHI,COMPACT,2.4,4,AV,X,9.2,6,212
BUICK,MID-SIZE,2.0,4,AS,Z,9.1,9,214
GMC,PICKUP TRUCK - STANDARD,5.3,8,A,X,14.7,6,344
FORD,SUV - SMALL,2.7,6,AS,X,11.0,8,259
TOYOTA,MID-SIZE,1.8,4,AV,X,6.9,0,163
ACURA,COMPACT,2.4,4,M,Z,9.8,6,225
BMW,COMPACT,3.0,6,M,Z,10.5,6,246
JAGUAR,FULL-SIZE,5.0,8,AS,Z,13.3,8,313
FORD,SUV - SMALL,2.5,4,AV,X,5.8,0,136
CHEVROLET,SUBCOMPACT,1.4,4,M,X,6.9,5,162
RAM,PICKUP TRUCK - STANDARD,3.0,6,A,D,10.6,8,286
VOLKSWAGEN,COMPACT,1.8,4,M,X,8.1,5,190
SUBARU,MID-SIZE,2.0,4,M,X,9.0,5,210
FIAT,MINICOMPACT,1.4,4,A,X,8.0,6,186
BUICK,SUV - SMALL,1.4,4,AS,X,7.9,6,185
BMW,MID-SIZE,4.4,8,M,Z,13.8,6,317
BUICK,SUV - SMALL,1.4,4,AS,X,8.8,6,205
CADILLAC,COMPACT,3.6,6,AS,X,10.9,6,251
MAZDA,MID-SIZE,2.5,4,AS,X,8.9,6,208
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,AS,E,14.2,6,234
NISSAN,PICKUP TRUCK - SMALL,4.0,6,M,X,13.3,6,313
INFINITI,COMPACT,3.5,6,AS,Z,7.7,7,181
BMW,MID-SIZE,3.0,6,AS,Z,9.8,8,231
TOYOTA,SUV - STANDARD,3.5,6,AS,X,10.4,8,242
MERCEDES-BENZ,SUV - STANDARD,3.0,6,A,Z,12.4,9,292
NISSAN,STATION WAGON - SMALL,1.6,4,AV,Z,8.0,7,189
NISSAN,PICKUP TRUCK - STANDARD,3.8,6,AS,X,11.6,9,273
MERCEDES-BENZ,MID-SIZE,3.0,6,A,Z,11.1,9,258
INFINITI,MID-SIZE,3.5,6,AS,Z,7.8,7,184
MAZDA,MID-SIZE,2.5,4,M,X,8.1,6,190
FIAT,STATION WAGON - SMALL,1.4,4,A,X,9.4,6,218
MERCEDES-BENZ,STATION WAGON - MID-SIZE,5.5,8,AS,Z,13.3,7,310
SCION,SUBCOMPACT,1.8,4,M,X,7.9,5,182
NISSAN,STATION WAGON - SMALL,1.6,4,AV,Z,8.4,7,199
FORD,PICKUP TRUCK - STANDARD,3.5,6,A,E,15.7,6,261
FORD,SUBCOMPACT,1.6,4,M,X,7.8,5,182
TOYOTA,SUV - STANDARD,3.5,6,AS,X,10.6,8,250
GMC,PICKUP TRUCK - STANDARD,5.3,8,A,X,13.1,8,309
DODGE,MID-SIZE,6.2,8,M,Z,15.1,6,353
BENTLEY,SUBCOMPACT,6.0,12,AS,Z,16.0,8,375
JEEP,SUV - STANDARD,3.0,6,A,D,9.9,8,267
FORD,PICKUP TRUCK - STANDARD,3.3,6,AS,X,11.8,6,277
CHRYSLER,MINIVAN,3.6,6,A,X,12.0,6,282
BMW,COMPACT,4.4,8,AS,Z,11.7,8,273
MASERATI,SUBCOMPACT,4.7,8,AS,Z,15.2,6,360
HYUNDAI,SUV - SMALL,2.4,4,AS,X,10.0,6,230
MINI,SUBCOMPACT,2.0,4,M,Z,8.7,6,203
AUDI,SUBCOMPACT,2.0,4,AM,Z,8.6,6,198
BUICK,MID-SIZE,2.5,4,A,X,8.1,6,190
KIA,FULL-SIZE,1.6,4,AM,X,8.7,7,207
KIA,STATION WAGON - SMALL,1.6,4,AS,X,8.7,6,205
CHEVROLET,SUV - STANDARD,5.3,8,A,X,12.7,6,292
MERCEDES-BENZ,STATION WAGON - SMALL,2.0,4,A,Z,9.5,9,221
AUDI,SUBCOMPACT,2.0,4,AM,X,8.7,6,205
LEXUS,MID-SIZE,3.5,6,AV,Z,7.6,8,177
GMC,SUV - STANDARD,6.2,8,A,E,22.1,6,354
VOLKSWAGEN,MINIVAN,3.6,6,A,X,12.1,6,278
HONDA,STATION WAGON - SMALL,1.5,4,M,X,7.3,6,168
INFINITI,MID-SIZE,5.6,8,AS,Z,12.8,7,294
HONDA,COMPACT,2.0,4,AV,X,6.9,0,162
GMC,PICKUP TRUCK - STANDARD,5.3,8,A,X,12.5,8,294
BMW,FULL-SIZE,4.4,8,AS,Z,12.1,8,283
HONDA,PICKUP TRUCK - STANDARD,3.5,6,A,X,11.3,6,263
NISSAN,TWO-SEATER,3.7,6,AS,Z,11.5,7,271
FORD,PICKUP TRUCK - STANDARD,2.7,6,AS,X,10.8,10,253
NISSAN,PICKUP TRUCK - STANDARD,5.6,8,A,X,17.2,5,396
AUDI,COMPACT,2.0,4,M,Z,8.6,6,204
FORD,VAN - PASSENGER,3.5,6,AS,X,14.7,6,338
PORSCHE,FULL-SIZE,3.6,6,AM,Z,11.1,7,262
BMW,SUBCOMPACT,2.0,4,AS,Z,9.1,8,213
BMW,COMPACT,2.0,4,AS,Z,8.9,8,209
HONDA,SUV - SMALL,3.5,6,AS,X,11.3,9,265
FORD,SUBCOMPACT,2.3,4,M,X,9.2,6,217
MASERATI,SUBCOMPACT,4.7,8,AS,Z,15.2,6,358
BUICK,MID-SIZE,3.6,6,AS,X,10.7,9,251
KIA,FULL-SIZE,1.6,4,AS,X,9.7,6,228
HYUNDAI,FULL-SIZE,2.0,4,AS,X,9.1,8,212
SUBARU,SUV - SMALL,2.5,4,AV,X,8.6,0,198
GMC,PICKUP TRUCK - SMALL,3.6,6,A,X,11.3,6,265
CHEVROLET,SUV - SMALL,3.6,6,A,X,10.6,9,250
LEXUS,SUBCOMPACT,5.0,8,AS,Z,12.2,8,285
KIA,STATION WAGON - SMALL,1.6,4,AM,X,4.7,6,110
HONDA,COMPACT,2.4,4,M,Z,9.4,6,216
LAND ROVER,SUV - STANDARD,3.0,6,AS,D,9.4,8,254
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,A,X,10.7,6,252
BENTLEY,SUBCOMPACT,4.0,8,AS,Z,14.4,8,337
LAND ROVER,SUV - STANDARD,3.0,6,AS,Z,14.3,8,336
CADILLAC,COMPACT,2.7,4,AS,Z,10.2,10,238
BMW,SUV - SMALL,2.0,4,AS,Z,9.1,8,209
DODGE,MINIVAN,3.6,6,A,X,11.8,6,276
SUBARU,MINICOMPACT,2.0,4,M,Z,9.6,6,224
JEEP,SUV - SMALL,3.6,6,A,X,11.8,8,274
MERCEDES-BENZ,COMPACT,4.0,8,A,Z,11.7,7,274
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS,E,18.6,6,305
FORD,PICKUP TRUCK - STANDARD,3.3,6,AS,E,15.8,6,262
MAZDA,SUV - SMALL,2.5,4,AS,X,8.9,6,205
KIA,FULL-SIZE,2.0,4,M,X,8.4,6,193
DODGE,MID-SIZE,6.4,8,A,Z,12.9,8,302
MINI,SUBCOMPACT,2.0,4,AS,Z,8.5,6,199
RAM,PICKUP TRUCK - STANDARD,3.6,6,A,X,12.6,8,294
JEEP,SUV - STANDARD,6.4,8,A,Z,15.8,8,370
CADILLAC,COMPACT,2.0,4,AS,Z,9.7,6,223
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,A,X,10.5,6,247
TOYOTA,MID-SIZE,2.5,4,AV,X,5.1,0,121
CADILLAC,COMPACT,3.6,6,AS,X,11.3,6,260
BENTLEY,MID-SIZE,6.0,12,AS,Z,16.0,8,375
BUICK,MID-SIZE,3.6,6,AS,X,9.7,9,228
BMW,FULL-SIZE,3.0,6,A,Z,10.1,8,232
BMW,SUBCOMPACT,3.0,6,AS,Z,10.0,8,235
GMC,SUV - STANDARD,2.5,4,A,X,10.2,6,239
HONDA,MINIVAN,3.5,6,A,X,10.6,6,250
PORSCHE,MINICOMPACT,3.0,6,M,Z,11.2,7,260
NISSAN,TWO-SEATER,3.7,6,AS,Z,11.4,7,262
KIA,MID-SIZE,2.0,4,AS,X,8.3,6,191
FORD,PICKUP TRUCK - STANDARD,3.5,6,A,E,16.9,6,281
CHRYSLER,MID-SIZE,3.6,6,A,E,14.1,9,232
MERCEDES-BENZ,FULL-SIZE,6.0,12,AS,Z,15.3,7,359
LEXUS,SUBCOMPACT,5.0,8,AS,Z,12.6,10,294
TOYOTA,PICKUP TRUCK - SMALL,2.7,4,A,X,11.9,4,274
NISSAN,COMPACT,1.6,4,M,X,7.9,5,186
TOYOTA,PICKUP TRUCK - STANDARD,5.7,8,AS,X,16.3,6,383
LINCOLN,SUV - STANDARD,3.5,6,AS,X,14.4,6,331
CHRYSLER,FULL-SIZE,3.6,6,A,X,10.9,8,257
GMC,PICKUP TRUCK - STANDARD,4.3,6,A,X,13.5,6,318
HYUNDAI,COMPACT,1.6,4,AS,X,7.9,6,182
VOLVO,STATION WAGON - MID-SIZE,2.0,4,AS,Z,9.4,8,219
KIA,COMPACT,1.6,4,AS,X,9.4,6,216
VOLKSWAGEN,SUV - STANDARD,3.0,6,AS,D,9.8,8,270
LINCOLN,MID-SIZE,2.0,4,AV,X,5.6,0,131
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A,E,19.3,6,322
BMW,STATION WAGON - SMALL,2.0,4,AS,Z,9.1,8,213
BMW,SUV - SMALL,3.0,6,AS,Z,10.4,8,245
GENESIS,COMPACT,2.0,4,AS,Z,10.3,8,241
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A,E,18.0,6,296
FORD,FULL-SIZE,3.5,6,AS,X,11.2,6,258
FORD,SUV - SMALL,2.0,4,AS,X,9.8,6,228
JEEP,SUV - SMALL,2.4,4,A,X,9.3,9,219
LEXUS,COMPACT,2.0,4,AV,X,6.0,6,140
CADILLAC,MID-SIZE,6.2,8,AS,Z,14.3,8,337
VOLVO,STATION WAGON - SMALL,2.5,5,AS,X,10.1,6,232
CHEVROLET,SUBCOMPACT,1.2,4,AV,X,7.0,0,161
HYUNDAI,MID-SIZE,1.6,4,M,X,9.4,6,221
CADILLAC,FULL-SIZE,3.6,6,AS,X,11.1,8,261
KIA,FULL-SIZE,2.0,4,AV,X,7.1,0,169
HONDA,STATION WAGON - SMALL,1.8,4,AV,X,8.2,0,194
GMC,PICKUP TRUCK - SMALL,2.5,4,A,X,10.5,6,247
TOYOTA,SUV - STANDARD,4.0,6,AS,X,13.8,5,321
LAMBORGHINI,TWO-SEATER,6.5,12,AM,Z,21.7,7,493
NISSAN,STATION WAGON - SMALL,1.6,4,M,Z,8.3,6,194
KIA,SUV - SMALL,2.4,4,AS,X,10.7,6,246
FORD,PICKUP TRUCK - STANDARD,6.2,8,AS,X,15.9,6,366
ASTON MARTIN,SUBCOMPACT,6.0,12,A,Z,14.2,8,332
KIA,MID-SIZE,2.0,4,AS,X,7.1,6,168
HYUNDAI,MID-SIZE,2.0,4,AS,X,8.3,6,194
LEXUS,SUBCOMPACT,3.5,6,AS,Z,10.6,8,246
BMW,COMPACT,3.0,6,AS,Z,9.3,8,217
DODGE,FULL-SIZE,5.7,8,A,X,12.8,5,294
MERCEDES-BENZ,COMPACT,4.0,8,A,Z,11.2,9,263
HONDA,MID-SIZE,2.0,4,M,X,7.5,6,176
VOLKSWAGEN,COMPACT,3.6,6,A,Z,12.3,6,283
MASERATI,SUV - STANDARD,3.0,6,AS,Z,14.4,8,340
GMC,SUV - STANDARD,6.2,8,A,Z,14.3,8,334
FORD,SUV - SMALL,2.0,4,AS,X,10.0,6,236
CHEVROLET,STATION WAGON - SMALL,1.4,4,M,X,7.5,6,175
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,AS,X,8.2,6,193
MAZDA,COMPACT,2.0,4,AS,X,7.7,6,179
CHEVROLET,SUBCOMPACT,1.2,4,M,X,6.9,5,159
NISSAN,TWO-SEATER,3.7,6,M,Z,11.5,6,264
NISSAN,MID-SIZE,2.0,4,AV,X,8.1,0,190
DODGE,FULL-SIZE,3.6,6,A,E,15.9,5,254
CHEVROLET,STATION WAGON - SMALL,1.4,4,M,X,7.4,6,174
TOYOTA,MID-SIZE,1.8,4,AV,X,7.3,7,168
VOLKSWAGEN,COMPACT,2.0,4,M,X,8.8,6,207
GMC,SUV - STANDARD,5.3,8,A,E,18.0,6,299
BUICK,MID-SIZE,3.6,6,AS,E,15.6,6,250
MERCEDES-BENZ,COMPACT,4.7,8,AS,Z,13.2,7,304
ACURA,SUV - SMALL,3.5,6,AS,Z,11.1,6,255
INFINITI,COMPACT,3.5,6,AS,Z,7.5,7,172
ACURA,MID-SIZE,3.5,6,AS,Z,10.0,6,230
VOLKSWAGEN,MID-SIZE,2.5,5,M,X,9.8,5,225
ASTON MARTIN,TWO-SEATER,6.0,12,M,Z,19.2,7,450
BUICK,COMPACT,2.0,4,AS,Z,9.8,6,225
ALFA ROMEO,MID-SIZE,2.9,6,A,Z,11.9,8,280
CHRYSLER,FULL-SIZE,3.6,6,A,X,10.9,8,251
FORD,SUV - SMALL,2.5,4,AS,X,9.5,6,218
FORD,MID-SIZE,2.0,4,AS,X,10.1,6,238
LEXUS,MID-SIZE,3.5,6,AV,Z,9.1,10,211
PORSCHE,MINICOMPACT,3.8,6,AM,Z,11.0,7,259
CHEVROLET,MID-SIZE,1.6,4,M,D,6.7,6,180
AUDI,SUBCOMPACT,2.5,5,AM,Z,10.5,7,248
VOLVO,COMPACT,2.5,5,AS,X,10.1,6,233
VOLVO,STATION WAGON - SMALL,3.0,6,AS,X,11.2,6,258
HYUNDAI,SUV - SMALL,2.0,4,AS,X,7.9,6,187
MERCEDES-BENZ,FULL-SIZE,6.0,12,AS,Z,14.5,7,340
CHEVROLET,SUBCOMPACT,6.2,8,M,Z,12.1,6,284
HONDA,FULL-SIZE,2.0,4,M,Z,9.6,6,223
KIA,MID-SIZE,1.8,4,AS,X,7.6,6,175
BMW,FULL-SIZE,3.0,6,AS,Z,10.0,8,235
MERCEDES-BENZ,SPECIAL PURPOSE VEHICLE,2.0,4,A,Z,10.7,7,251
BMW,TWO-SEATER,3.0,6,AS,Z,9.3,8,216
NISSAN,TWO-SEATER,3.7,6,AS,Z,11.5,7,270
FORD,SUBCOMPACT,2.3,4,AS,X,10.0,6,234
CHEVROLET,MID-SIZE,1.4,4,M,X,7.5,6,175
CADILLAC,SUV - STANDARD,3.6,6,AS,X,12.8,6,300
CHEVROLET,VAN - PASSENGER,6.0,8,A,X,19.0,6,445
BUICK,SUV - SMALL,2.0,4,A,Z,10.7,9,250
SUBARU,SUV - SMALL,2.5,4,M,X,9.6,6,227
BUICK,SUV - STANDARD,3.6,6,A,X,11.2,9,263
PORSCHE,SUV - SMALL,3.0,6,A,Z,12.2,7,281
KIA,COMPACT,2.0,4,M,X,8.8,6,206
FORD,PICKUP TRUCK - STANDARD,3.5,6,AS,X,12.0,6,276
PORSCHE,FULL-SIZE,3.0,6,AM,Z,10.9,8,253
CHRYSLER,FULL-SIZE,3.6,6,A,X,10.3,8,237
BMW,COMPACT,2.0,4,M,Z,8.7,6,200
VOLVO,STATION WAGON - SMALL,2.0,4,AS,X,8.4,8,193
RAM,PICKUP TRUCK - STANDARD,5.7,8,A,X,14.8,6,346
FORD,PICKUP TRUCK - STANDARD,3.3,6,AS,X,12.4,6,291
BUICK,COMPACT,2.4,4,AS,X,9.5,6,218
JAGUAR,MINICOMPACT,5.0,8,AS,Z,13.4,6,308
FORD,SUBCOMPACT,5.0,8,AS,X,13.0,6,304
PORSCHE,FULL-SIZE,2.9,6,AM,Z,11.2,8,261
NISSAN,TWO-SEATER,3.7,6,M,Z,11.5,6,270
HYUNDAI,FULL-SIZE,2.0,4,AS,X,9.1,6,214
LEXUS,COMPACT,3.5,6,AS,Z,11.0,6,258
KIA,MID-SIZE,2.0,4,AM,X,5.7,6,133
TOYOTA,PICKUP TRUCK - SMALL,2.7,4,AS,X,11.2,6,263
MERCEDES-BENZ,FULL-SIZE,6.0,12,A,Z,15.1,7,355
DODGE,SUV - SMALL,3.6,6,A,X,12.1,6,284
VOLKSWAGEN,MID-SIZE,2.5,5,A,X,9.7,6,223
AUDI,COMPACT,3.0,6,AM,Z,11.0,7,257
FORD,MID-SIZE,2.0,4,AV,X,5.5,0,126
RAM,PICKUP TRUCK - STANDARD,5.7,8,A,X,14.0,8,328
JEEP,SUV - SMALL,2.4,4,A,X,10.9,9,255
FORD,SUBCOMPACT,1.6,4,M,X,7.9,5,184
KIA,MID-SIZE,1.8,4,A,X,8.3,6,191
AUDI,SUBCOMPACT,2.0,4,A,Z,9.1,6,209
MERCEDES-BENZ,COMPACT,3.5,6,AS,Z,10.5,7,242
FORD,SUV - SMALL,3.5,6,AS,X,10.8,6,248
CHEVROLET,SUBCOMPACT,1.4,4,M,X,7.2,5,168
HYUNDAI,SUV - SMALL,2.0,4,AS,X,9.3,6,214
HONDA,SUV - SMALL,3.5,6,AS,X,11.0,9,257
GMC,PICKUP TRUCK - STANDARD,5.3,8,A,X,13.1,8,307
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,AS,X,10.6,6,247
FORD,SUBCOMPACT,3.7,6,M,X,11.5,6,271
HYUNDAI,SUV - SMALL,3.3,6,AS,X,11.5,6,268
MERCEDES-BENZ,COMPACT,6.0,12,AS,Z,15.0,7,355
MAZDA,MID-SIZE,2.5,4,AS,X,7.7,6,182
MERCEDES-BENZ,COMPACT,2.0,4,AS,E,11.6,7,198
CADILLAC,MID-SIZE,2.0,4,AS,Z,9.5,8,221
FORD,MID-SIZE,2.0,4,AV,X,5.5,0,130
KIA,STATION WAGON - SMALL,1.6,4,AS,X,8.4,6,198
MAZDA,SUV - SMALL,2.5,4,AS,X,8.6,6,204
PORSCHE,MINICOMPACT,3.4,6,AM,Z,10.1,7,238
JEEP,SUV - SMALL,3.6,6,M,X,13.4,6,308
TOYOTA,MID-SIZE,2.5,4,AV,X,4.9,6,113
MAZDA,COMPACT,2.0,4,M,X,7.5,6,175
GMC,PICKUP TRUCK - STANDARD,5.3,8,A,X,13.9,6,326
FORD,SUBCOMPACT,2.3,4,AS,X,9.4,6,219
MERCEDES-BENZ,SUV - STANDARD,3.5,6,AS,Z,12.1,7,278
HONDA,STATION WAGON - SMALL,1.8,4,AV,X,8.5,7,199
MERCEDES-BENZ,SUV - STANDARD,4.7,8,AS,Z,15.2,7,350
JEEP,SUV - SMALL,1.3,4,A,X,9.2,9,216
DODGE,SUV - STANDARD,5.7,8,A,X,14.0,8,329
PORSCHE,MINICOMPACT,3.0,6,AM,Z,9.9,7,231
DODGE,MINIVAN,3.6,6,A,E,16.5,6,264
BMW,SUV - STANDARD,3.0,6,AS,Z,11.5,8,269
HONDA,FULL-SIZE,1.5,4,AV,Z,7.3,7,170
